t,XYDATA
853,796.7874659
853.5,747.7985024
854,772.8095238
854.5,739.8205303
855,740.8315217
855.5,802.8424983
856,799.85346
856.5,756.8644068
857,787.8753388
857.5,795.8862559
858,765.8971583
858.5,785.908046
859,792.9189189
859.5,800.9297772
860,739.9406208
860.5,763.9514498
861,749.9622642
861.5,743.973064
862,805.9838493
862.5,742.99462
863,800.0053763
863.5,763.0161182
864,770.0268456
864.5,741.0375587
865,765.0482574
865.5,805.0589417
866,798.0696118
866.5,740.0802676
867,799.0909091
867.5,744.1015364
868,807.1121495
868.5,743.1227485
869,750.1333333
869.5,778.1439041
870,767.1544607
870.5,759.1650033
871,751.1755319
871.5,787.1860465
872,786.1965471
872.5,807.2070338
873,765.2175066
873.5,737.2279655
874,776.2384106
874.5,737.2488418
875,738.2592593
875.5,760.2696629
876,742.2800528
876.5,752.290429
877,752.3007916
877.5,794.3111404
878,761.3214756
878.5,758.3317972
879,801.3421053
879.5,786.3523997
880,798.3626807
880.5,745.2276807
881,786.0926807
881.5,790.9576807
882,788.8226807
882.5,789.6876807
883,793.5526807
883.5,750.4176807
884,766.2826807
884.5,767.1476807
885,798.0126807
885.5,791.8776807
886,741.7426807
886.5,785.6076807
887,788.4726807
887.5,790.3376807
888,753.2026807
888.5,799.0676807
889,777.9326807
889.5,757.7976807
890,745.6626807
890.5,761.5276807
891,753.3926807
891.5,789.2576807
892,774.1226807
892.5,791.9876807
893,767.8526807
893.5,753.7176807
894,765.5826807
894.5,761.4476807
895,742.3126807
895.5,735.1776807
896,777.0426807
896.5,787.9076807
897,773.7726807
897.5,750.6376807
898,777.5026807
898.5,733.3676807
899,791.2326807
899.5,751.0976807
900,747.9626807
900.5,741.8276807
901,792.6926807
901.5,800.5576807
902,759.4226807
902.5,772.2876807
903,799.1526807
903.5,735.0176807
904,738.8826807
904.5,760.7476807
905,746.6126807
905.5,763.4776807
906,782.3426807
906.5,784.2076807
907,757.0726807
907.5,740.9376807
908,732.8026807
908.5,765.6676807
909,771.5326807
909.5,742.3976807
910,781.2626807
910.5,795.1276807
911,739.9926807
911.5,792.8576807
912,733.7226807
912.5,782.5876807
913,783.4526807
913.5,769.3176807
914,747.1826807
914.5,738.0476807
915,755.9126807
915.5,736.7776807
916,787.6426807
916.5,757.5076807
917,763.3726807
917.5,775.2376807
918,768.1026807
918.5,780.9676807
919,783.8326807
919.5,736.6976807
920,779.5626807
920.5,734.4276807
921,781.2926807
921.5,736.1576807
922,743.0226807
922.5,794.8876807
923,751.7526807
923.5,779.6176807
924,794.4826807
924.5,780.3476807
925,746.2126807
925.5,789.0776807
926,741.9426807
926.5,781.8076807
927,744.6726807
927.5,770.5376807
928,778.4026807
928.5,767.2676807
929,756.1326807
929.5,769.9976807
930,786.8626807
930.5,774.7276807
931,767.5926807
931.5,750.4576807
932,748.3226807
932.5,771.1876807
933,756.0526807
933.5,767.9176807
934,724.7826807
934.5,792.6476807
935,739.5126807
935.5,760.3776807
936,732.2426807
936.5,791.1076807
937,743.9726807
937.5,763.8376807
938,733.7026807
938.5,774.5676807
939,743.4326807
939.5,777.2976807
940,781.1626807
940.5,736.0276807
941,768.8926807
941.5,774.7576807
942,737.6226807
942.5,727.4876807
943,720.3526807
943.5,727.2176807
944,739.0826807
944.5,757.9476807
945,779.8126807
945.5,785.6776807
946,789.5426807
946.5,728.4076807
947,721.2726807
947.5,750.1376807
948,733.0026807
948.5,739.8676807
949,766.7326807
949.5,757.5976807
950,759.4626807
950.5,775.3276807
951,776.1926807
951.5,762.0576807
952,757.9226807
952.5,723.7876807
953,744.6526807
953.5,740.5176807
954,766.3826807
954.5,729.2476807
955,766.1126807
955.5,735.9776807
956,740.8426807
956.5,761.7076807
957,742.5726807
957.5,761.4376807
958,749.3026807
958.5,781.1676807
959,719.0326807
959.5,784.8976807
960,769.7626807
960.5,727.6276807
961,740.4926807
961.5,770.3576807
962,743.2226807
962.5,772.0876807
963,722.9526807
963.5,743.8176807
964,735.6826807
964.5,719.5476807
965,782.4126807
965.5,734.2776807
966,755.1426807
966.5,726.0076807
967,715.8726807
967.5,765.7376807
968,757.6026807
968.5,736.4676807
969,726.3326807
969.5,732.1976807
970,754.0626807
970.5,721.9276807
971,719.7926807
971.5,725.6576807
972,748.5226807
972.5,739.3876807
973,779.2526807
973.5,713.1176807
974,712.9826807
974.5,765.8476807
975,765.7126807
975.5,776.5776807
976,723.4426807
976.5,714.3076807
977,734.1726807
977.5,763.0376807
978,777.9026807
978.5,720.7676807
979,772.6326807
979.5,717.4976807
980,757.3626807
980.5,727.2276807
981,714.0926807
981.5,711.9576807
982,741.8226807
982.5,763.6876807
983,741.5526807
983.5,710.4176807
984,772.2826807
984.5,745.1476807
985,718.0126807
985.5,765.8776807
986,759.7426807
986.5,711.6076807
987,731.4726807
987.5,770.3376807
988,715.2026807
988.5,777.0676807
989,746.9326807
989.5,725.7976807
990,746.6626807
990.5,710.5276807
991,746.3926807
991.5,752.2576807
992,735.1226807
992.5,714.9876807
993,773.8526807
993.5,770.7176807
994,744.5826807
994.5,710.4476807
995,715.3126807
995.5,730.1776807
996,735.0426807
996.5,705.9076807
997,730.7726807
997.5,738.6376807
998,754.5026807
998.5,765.3676807
999,748.2326807
999.5,728.0976807
1000,721.9626807
1000.5,774.8276807
1001,764.6926807
1001.5,714.5576807
1002,742.4226807
1002.5,768.2876807
1003,724.1526807
1003.5,754.0176807
1004,768.8826807
1004.5,708.7476807
1005,708.6126807
1005.5,770.4776807
1006,754.3426807
1006.5,708.2076807
1007,734.0726807
1007.5,754.9376807
1008,707.8026807
1008.5,702.6676807
1009,746.5326807
1009.5,716.3976807
1010,716.2626807
1010.5,752.1276807
1011,733.9926807
1011.5,703.8576807
1012,740.7226807
1012.5,754.5876807
1013,717.4526807
1013.5,713.3176807
1014,766.1826807
1014.5,718.0476807
1015,754.9126807
1015.5,765.7776807
1016,747.6426807
1016.5,761.5076807
1017,701.3726807
1017.5,707.2376807
1018,767.1026807
1018.5,734.9676807
1019,718.8326807
1019.5,746.6976807
1020,765.5626807
1020.5,710.4276807
1021,699.2926807
1021.5,748.1576807
1022,727.0226807
1022.5,749.8876807
1023,705.7526807
1023.5,740.6176807
1024,753.4826807
1024.5,764.3476807
1025,757.2126807
1025.5,728.0776807
1026,720.9426807
1026.5,767.8076807
1027,753.6726807
1027.5,704.5376807
1028,719.4026807
1028.5,766.2676807
1029,740.1326807
1029.5,733.9976807
1030,696.8626807
1030.5,739.7276807
1031,725.5926807
1031.5,720.4576807
1032,741.3226807
1032.5,763.1876807
1033,764.0526807
1033.5,739.9176807
1034,727.7826807
1034.5,726.6476807
1035,725.5126807
1035.5,720.3776807
1036,717.2426807
1036.5,745.1076807
1037,703.9726807
1037.5,694.8376807
1038,700.7026807
1038.5,715.5676807
1039,726.4326807
1039.5,760.2976807
1040,696.1626807
1040.5,704.0276807
1041,738.8926807
1041.5,752.7576807
1042,755.6226807
1042.5,731.4876807
1043,698.3526807
1043.5,735.2176807
1044,759.0826807
1044.5,750.9476807
1045,756.8126807
1045.5,743.6776807
1046,734.5426807
1046.5,722.4076807
1047,717.2726807
1047.5,758.1376807
1048,741.0026807
1048.5,761.8676807
1049,712.7326807
1049.5,695.5976807
1050,743.4626807
1050.5,734.3276807
1051,747.1926807
1051.5,699.0576807
1052,753.9226807
1052.5,719.7876807
1053,704.6526807
1053.5,724.5176807
1054,717.3826807
1054.5,728.2476807
1055,707.1126807
1055.5,731.9776807
1056,698.8426807
1056.5,725.7076807
1057,690.5726807
1057.5,714.4376807
1058,713.3026807
1058.5,745.1676807
1059,753.0326807
1059.5,701.8976807
1060,689.7626807
1060.5,736.6276807
1061,709.4926807
1061.5,693.3576807
1062,708.2226807
1062.5,700.0876807
1063,715.9526807
1063.5,741.8176807
1064,691.6826807
1064.5,698.5476807
1065,691.4126807
1065.5,694.2776807
1066,704.1426807
1066.5,746.0076807
1067,729.8726807
1067.5,688.7376807
1068,728.6026807
1068.5,702.4676807
1069,734.3326807
1069.5,754.1976807
1070,698.0626807
1070.5,733.9276807
1071,687.7926807
1071.5,706.6576807
1072,735.5226807
1072.5,729.3876807
1073,720.2526807
1073.5,710.1176807
1074,754.9826807
1074.5,718.8476807
1075,720.7126807
1075.5,733.5776807
1076,703.4426807
1076.5,728.3076807
1077,752.1726807
1077.5,698.0376807
1078,721.9026807
1078.5,683.7676807
1079,704.6326807
1079.5,685.4976807
1080,693.3626807
1080.5,744.2276807
1081,745.0926807
1081.5,718.9576807
1082,723.8226807
1082.5,744.6876807
1083,726.5526807
1083.5,730.4176807
1084,683.2826807
1084.5,739.1476807
1085,725.0126807
1085.5,698.8776807
1086,689.7426807
1086.5,690.6076807
1087,729.4726807
1087.5,744.3376807
1088,692.2026807
1088.5,744.0676807
1089,743.9326807
1089.5,741.7976807
1090,694.6626807
1090.5,703.5276807
1091,683.3926807
1091.5,720.2576807
1092,727.1226807
1092.5,727.9876807
1093,689.8526807
1093.5,680.7176807
1094,725.5826807
1094.5,745.4476807
1095,729.3126807
1095.5,732.1776807
1096,702.0426807
1096.5,711.9076807
1097,686.7726807
1097.5,702.6376807
1098,708.5026807
1098.5,725.3676807
1099,692.2326807
1099.5,682.0976807
1100,680.9626807
1100.5,682.8276807
1101,712.6926807
1101.5,742.5576807
1102,691.4226807
1102.5,737.2876807
1103,685.1526807
1103.5,720.0176807
1104,704.8826807
1104.5,726.7476807
1105,684.6126807
1105.5,704.4776807
1106,724.3426807
1106.5,736.2076807
1107,678.0726807
1107.5,735.9376807
1108,695.8026807
1108.5,708.6676807
1109,715.5326807
1109.5,697.3976807
1110,699.2626807
1110.5,719.1276807
1111,722.9926807
1111.5,703.8576807
1112,702.7226807
1112.5,708.5876807
1113,744.4526807
1113.5,715.3176807
1114,715.1826807
1114.5,674.0476807
1115,722.9126807
1115.5,685.7776807
1116,693.6426807
1116.5,686.5076807
1117,702.3726807
1117.5,694.2376807
1118,725.1026807
1118.5,725.9676807
1119,679.8326807
1119.5,672.6976807
1120,672.5626807
1120.5,737.4276807
1121,727.2926807
1121.5,714.1576807
1122,695.0226807
1122.5,684.8876807
1123,722.7526807
1123.5,677.6176807
1124,721.4826807
1124.5,729.3476807
1125,709.2126807
1125.5,680.0776807
1126,684.9426807
1126.5,717.8076807
1127,674.6726807
1127.5,692.5376807
1128,723.4026807
1128.5,672.2676807
1129,670.1326807
1129.5,682.9976807
1130,680.8626807
1130.5,692.7276807
1131,675.5926807
1131.5,738.4576807
1132,738.3226807
1132.5,696.1876807
1133,694.0526807
1133.5,696.9176807
1134,682.7826807
1134.5,688.6476807
1135,737.5126807
1135.5,708.3776807
1136,722.2426807
1136.5,717.1076807
1137,671.9726807
1137.5,712.8376807
1138,718.7026807
1138.5,709.5676807
1139,669.4326807
1139.5,685.2976807
1140,732.1626807
1140.5,716.0276807
1141,733.8926807
1141.5,699.7576807
1142,670.6226807
1142.5,713.4876807
1143,706.3526807
1143.5,700.2176807
1144,675.0826807
1144.5,718.9476807
1145,704.8126807
1145.5,730.6776807
1146,716.5426807
1146.5,706.4076807
1147,695.2726807
1147.5,704.1376807
1148,701.0026807
1148.5,707.8676807
1149,667.7326807
1149.5,670.5976807
1150,699.4626807
1150.5,703.3276807
1151,686.1926807
1151.5,692.0576807
1152,672.9226807
1152.5,683.7876807
1153,708.6526807
1153.5,685.5176807
1154,718.3826807
1154.5,669.2476807
1155,725.1126807
1155.5,700.9776807
1156,683.8426807
1156.5,702.7076807
1157,692.5726807
1157.5,666.4376807
1158,719.3026807
1158.5,716.1676807
1159,716.0326807
1159.5,697.8976807
1160,704.7626807
1160.5,693.6276807
1161,676.4926807
1161.5,673.3576807
1162,698.2226807
1162.5,731.0876807
1163,701.9526807
1163.5,720.8176807
1164,719.6826807
1164.5,675.5476807
1165,682.4126807
1165.5,723.2776807
1166,679.1426807
1166.5,693.0076807
1167,719.8726807
1167.5,729.7376807
1168,678.6026807
1168.5,694.4676807
1169,698.3326807
1169.5,725.1976807
1170,668.0626807
1170.5,726.9276807
1171,721.7926807
1171.5,667.6576807
1172,704.5226807
1172.5,707.3876807
1173,713.2526807
1173.5,691.1176807
1174,679.9826807
1174.5,710.8476807
1175,684.7126807
1175.5,677.5776807
1176,673.4426807
1176.5,666.3076807
1177,694.1726807
1177.5,662.0376807
1178,683.9026807
1178.5,681.7676807
1179,708.6326807
1179.5,721.4976807
1180,665.3626807
1180.5,705.2276807
1181,710.0926807
1181.5,709.9576807
1182,658.8226807
1182.5,660.6876807
1183,695.5526807
1183.5,655.4176807
1184,669.2826807
1184.5,667.1476807
1185,686.0126807
1185.5,667.8776807
1186,704.7426807
1186.5,682.6076807
1187,666.4726807
1187.5,673.3376807
1188,702.2026807
1188.5,707.0676807
1189,691.9326807
1189.5,712.7976807
1190,710.6626807
1190.5,706.5276807
1191,669.3926807
1191.5,677.2576807
1192,689.1226807
1192.5,710.9876807
1193,657.8526807
1193.5,700.7176807
1194,673.5826807
1194.5,721.4476807
1195,707.3126807
1195.5,659.1776807
1196,715.0426807
1196.5,714.9076807
1197,709.7726807
1197.5,709.6376807
1198,695.5026807
1198.5,698.3676807
1199,657.2326807
1199.5,709.0976807
1200,705.9626807
